station_id,salidas,llegadas,neto,total,desequilibrio_pct,station_name,longitude,latitude
32,50800,54838,4038,105638,3.82,"Leonard Circus, Shoreditch",-0.0844393,51.5247
27,34223,38357,4134,72580,5.7,"Bouverie Street, Temple",-0.107928,51.5138
104,68791,73085,4294,141876,3.03,"Crosswall, Tower",-0.0771213,51.5116
136,37031,41387,4356,78418,5.55,"Queen Victoria Street, St. Paul's",-0.0974416999999999,51.512
140,35067,39444,4377,74511,5.87,"Finsbury Square, Moorgate",-0.0856342,51.521
197,28798,33393,4595,62191,7.39,"Stamford Street, South Bank",-0.111607,51.5056
564,54227,58971,4744,113198,4.19,"Somerset House, Strand",-0.117619,51.5099
273,30247,35012,4765,65259,7.3,"Belvedere Road 1, South Bank",-0.114686,51.5061
3,33872,38670,4798,72542,6.61,"Christopher Street, Liverpool Street",-0.0846057,51.5213
541,58645,63589,4944,122234,4.04,"Green Park Station, Mayfair",-0.142844,51.5066
48,46892,51908,5016,98800,5.08,"Godliman Street, St. Paul's",-0.0991414,51.5125
217,80954,85990,5036,166944,3.02,"Wormwood Street, Liverpool Street",-0.0824223999999999,51.5162
427,69136,74221,5085,143357,3.55,"Cheapside, Bank",-0.0929403,51.514
