station_id,salidas,llegadas,neto,total,desequilibrio_pct,station_name,longitude,latitude
530,118,125,7,243,2.88,"Newby Place, Poplar",-0.0124129999999999,51.5089
591,345,352,7,697,1.0,"Westfield Library Corner, Shepherd's Bush",-0.2242239999999999,51.5061
601,278,285,7,563,1.24,"BBC White City, White City",-0.225787,51.5148
628,325,332,7,657,1.07,"William Morris Way, Sands End",-0.184319,51.4688
741,141,148,7,289,2.42,"Freston Road, Avondale",-0.219487,51.513000000000005
213,1543,1551,8,3094,0.26,"Wellington Arch, Hyde Park",-0.149569,51.5027
324,534,542,8,1076,0.74,"Ontario Street, Elephant & Castle",-0.101384,51.4965
448,487,495,8,982,0.81,"Fisherman's Walk West, Canary Wharf",-0.0229599999999999,51.5062
519,33,41,8,74,10.81,"Teviot Street, Poplar",-0.011662,51.5188
545,344,352,8,696,1.15,"Arlington Road, Camden Town",-0.145246,51.54
788,226,234,8,460,1.74,"Copper Box Arena, Queen Elizabeth Olympic Park",-0.0195248,51.5448
